account_id,industry,region,pipeline_stage,deal_size,days_in_stage,num_meetings,email_open_rate,champion_identified,competitor_present,product_fit_score,account_tenure_yrs,prev_purchases,exec_sponsor,nps_score,days_since_contact,converted,created_at
ACC-00865,Retail,EMEA,Prospecting,60700.0,42,5,0.546,0,0,0.401,1.3,0,0,5,30,0,2026-07-19 10:10:54.743919+00:00
ACC-00866,Manufacturing,APAC,Closed Lost,115300.0,26,6,0.246,1,1,0.786,0.6,1,1,10,9,0,2026-07-19 10:10:54.743919+00:00
ACC-00867,Financial Services,EMEA,Prospecting,64600.0,28,4,0.13,0,1,0.765,5.0,1,1,4,39,1,2026-07-19 10:10:54.743919+00:00
ACC-00868,Financial Services,North America,Negotiation,102400.0,51,0,0.532,1,0,0.552,1.2,0,0,10,9,1,2026-07-19 10:10:54.743919+00:00
ACC-00869,Technology,India,Qualification,43500.0,61,3,0.672,0,0,0.414,2.2,1,0,3,41,0,2026-07-19 10:10:54.743919+00:00
ACC-00870,Logistics,EMEA,Qualification,373400.0,10,4,0.609,1,1,0.801,2.1,1,0,7,0,0,2026-07-19 10:10:54.743919+00:00
ACC-00871,Retail,North America,Prospecting,544700.0,10,3,0.125,1,1,0.489,4.0,1,0,8,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00872,Healthcare,North America,Proposal,84100.0,28,4,0.088,0,1,0.903,3.5,1,1,8,9,1,2026-07-19 10:10:54.743919+00:00
ACC-00873,Manufacturing,EMEA,Proposal,18700.0,47,1,0.161,1,0,0.808,1.7,2,0,3,9,0,2026-07-19 10:10:54.743919+00:00
ACC-00874,Retail,India,Prospecting,52600.0,82,2,0.304,0,1,0.925,1.7,2,0,3,14,0,2026-07-19 10:10:54.743919+00:00
ACC-00875,Financial Services,APAC,Closed Won,79200.0,41,5,0.466,1,1,0.989,0.9,3,1,5,2,1,2026-07-19 10:10:54.743919+00:00
ACC-00876,Financial Services,North America,Qualification,181100.0,34,3,0.172,1,1,0.539,1.3,5,1,0,16,1,2026-07-19 10:10:54.743919+00:00
ACC-00877,Technology,India,Qualification,29400.0,55,3,0.179,0,1,0.653,3.7,0,0,9,12,0,2026-07-19 10:10:54.743919+00:00
ACC-00878,Manufacturing,EMEA,Qualification,39200.0,22,5,0.057,1,0,0.583,2.5,1,0,1,52,1,2026-07-19 10:10:54.743919+00:00
ACC-00879,Financial Services,APAC,Prospecting,182200.0,42,3,0.158,0,1,0.354,0.2,1,0,10,17,0,2026-07-19 10:10:54.743919+00:00
ACC-00880,Healthcare,APAC,Closed Won,304600.0,36,2,0.508,1,0,0.583,2.1,4,1,7,35,1,2026-07-19 10:10:54.743919+00:00
ACC-00881,Healthcare,North America,Qualification,46800.0,44,6,0.284,1,0,0.611,9.3,0,0,4,9,1,2026-07-19 10:10:54.743919+00:00
ACC-00882,Manufacturing,EMEA,Prospecting,19900.0,76,7,0.221,1,1,0.421,0.3,2,0,9,28,0,2026-07-19 10:10:54.743919+00:00
ACC-00883,Financial Services,APAC,Qualification,2000000.0,12,3,0.472,1,0,0.918,0.3,3,0,8,18,1,2026-07-19 10:10:54.743919+00:00
ACC-00884,Financial Services,SEA,Proposal,252700.0,38,4,0.093,1,0,0.505,3.3,3,0,4,62,1,2026-07-19 10:10:54.743919+00:00
ACC-00885,Technology,APAC,Qualification,71700.0,61,8,0.187,1,0,0.831,9.5,4,0,10,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00886,Financial Services,APAC,Proposal,280100.0,53,5,0.102,0,1,0.353,0.1,1,0,10,17,0,2026-07-19 10:10:54.743919+00:00
ACC-00887,Manufacturing,EMEA,Prospecting,85000.0,13,1,0.57,0,1,0.321,1.3,1,1,7,11,1,2026-07-19 10:10:54.743919+00:00
ACC-00888,Healthcare,SEA,Prospecting,279500.0,10,4,0.157,0,0,0.997,0.2,2,1,5,36,1,2026-07-19 10:10:54.743919+00:00
ACC-00889,Financial Services,India,Negotiation,119500.0,58,4,0.153,1,0,0.386,0.9,0,0,0,56,1,2026-07-19 10:10:54.743919+00:00
ACC-00890,Healthcare,APAC,Prospecting,110100.0,12,5,0.262,1,1,0.836,2.4,2,1,7,0,1,2026-07-19 10:10:54.743919+00:00
ACC-00891,Technology,EMEA,Negotiation,86100.0,42,4,0.031,0,1,0.723,1.8,0,0,6,48,0,2026-07-19 10:10:54.743919+00:00
ACC-00892,Technology,EMEA,Prospecting,17400.0,73,2,0.434,0,1,0.617,1.4,2,1,0,12,0,2026-07-19 10:10:54.743919+00:00
ACC-00893,Technology,APAC,Negotiation,1010300.0,14,4,0.292,1,0,0.326,0.7,3,0,8,29,1,2026-07-19 10:10:54.743919+00:00
ACC-00894,Retail,North America,Qualification,31900.0,98,2,0.601,1,1,0.53,2.9,2,0,1,30,0,2026-07-19 10:10:54.743919+00:00
ACC-00895,Manufacturing,APAC,Proposal,19300.0,57,3,0.112,1,0,0.93,2.6,2,1,4,10,1,2026-07-19 10:10:54.743919+00:00
ACC-00896,Healthcare,North America,Prospecting,76500.0,158,4,0.399,0,1,0.934,3.3,1,0,0,15,0,2026-07-19 10:10:54.743919+00:00
ACC-00897,Healthcare,SEA,Prospecting,31100.0,29,3,0.146,1,0,0.72,4.7,1,0,7,4,1,2026-07-19 10:10:54.743919+00:00
ACC-00898,Technology,APAC,Prospecting,92800.0,84,7,0.444,0,1,0.702,3.9,4,0,2,2,0,2026-07-19 10:10:54.743919+00:00
ACC-00899,Financial Services,SEA,Prospecting,225300.0,31,5,0.226,0,1,0.598,9.5,2,0,2,38,1,2026-07-19 10:10:54.743919+00:00
ACC-00900,Financial Services,APAC,Qualification,325900.0,40,5,0.189,0,1,0.843,0.6,1,1,9,20,1,2026-07-19 10:10:54.743919+00:00
ACC-00901,Healthcare,EMEA,Qualification,262400.0,26,7,0.116,1,1,0.918,9.1,2,0,1,50,1,2026-07-19 10:10:54.743919+00:00
ACC-00902,Financial Services,APAC,Proposal,68400.0,39,6,0.357,0,1,0.809,0.6,3,1,5,19,1,2026-07-19 10:10:54.743919+00:00
ACC-00903,Financial Services,North America,Negotiation,104800.0,67,5,0.182,0,0,0.668,5.6,2,1,5,10,1,2026-07-19 10:10:54.743919+00:00
ACC-00904,Manufacturing,APAC,Proposal,161000.0,100,10,0.182,1,0,0.744,4.7,2,0,4,7,1,2026-07-19 10:10:54.743919+00:00
ACC-00905,Retail,North America,Proposal,12000.0,22,5,0.246,0,0,0.454,3.3,2,0,0,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00906,Technology,EMEA,Qualification,195800.0,44,3,0.041,1,1,0.994,3.7,3,0,0,25,0,2026-07-19 10:10:54.743919+00:00
ACC-00907,Technology,APAC,Qualification,17200.0,28,2,0.43,1,0,0.955,3.5,1,1,4,39,1,2026-07-19 10:10:54.743919+00:00
ACC-00908,Healthcare,India,Qualification,1142100.0,46,1,0.089,0,1,0.97,2.3,1,0,10,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00909,Healthcare,North America,Negotiation,60800.0,73,5,0.252,0,0,0.417,0.1,2,0,2,10,1,2026-07-19 10:10:54.743919+00:00
ACC-00910,Retail,North America,Prospecting,79100.0,29,9,0.205,0,1,0.757,2.6,4,0,7,22,0,2026-07-19 10:10:54.743919+00:00
ACC-00911,Manufacturing,APAC,Prospecting,39200.0,52,3,0.18,0,1,0.759,1.5,2,1,10,14,0,2026-07-19 10:10:54.743919+00:00
ACC-00912,Healthcare,SEA,Proposal,46400.0,21,5,0.153,0,1,0.549,1.0,0,1,8,20,1,2026-07-19 10:10:54.743919+00:00
ACC-00913,Manufacturing,EMEA,Prospecting,1512000.0,77,5,0.315,1,0,0.906,2.0,1,0,6,7,1,2026-07-19 10:10:54.743919+00:00
ACC-00914,Retail,APAC,Closed Won,305100.0,62,3,0.481,0,0,0.848,5.7,2,1,7,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00915,Manufacturing,APAC,Negotiation,15400.0,24,7,0.529,0,1,0.804,2.6,0,1,3,32,1,2026-07-19 10:10:54.743919+00:00
ACC-00916,Retail,North America,Prospecting,600200.0,23,2,0.127,1,1,0.32,10.0,0,1,6,54,1,2026-07-19 10:10:54.743919+00:00
ACC-00917,Healthcare,SEA,Prospecting,413300.0,86,9,0.314,0,1,0.993,1.6,1,0,1,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00918,Logistics,EMEA,Qualification,70400.0,116,6,0.108,1,0,0.803,0.6,3,0,1,13,1,2026-07-19 10:10:54.743919+00:00
ACC-00919,Technology,North America,Proposal,142600.0,25,3,0.11,1,0,0.979,1.1,1,0,0,21,0,2026-07-19 10:10:54.743919+00:00
ACC-00920,Financial Services,EMEA,Prospecting,97000.0,68,0,0.271,1,0,0.361,0.5,2,0,6,11,1,2026-07-19 10:10:54.743919+00:00
ACC-00921,Technology,North America,Proposal,1052900.0,32,9,0.133,1,0,0.786,3.5,0,1,8,38,1,2026-07-19 10:10:54.743919+00:00
ACC-00922,Retail,SEA,Proposal,38000.0,86,7,0.13,1,0,0.821,0.5,4,0,0,25,1,2026-07-19 10:10:54.743919+00:00
ACC-00923,Technology,North America,Qualification,117600.0,33,4,0.114,1,1,0.345,2.2,0,1,4,13,1,2026-07-19 10:10:54.743919+00:00
ACC-00924,Technology,EMEA,Prospecting,59100.0,59,1,0.281,1,0,0.345,7.7,3,1,4,27,1,2026-07-19 10:10:54.743919+00:00
ACC-00925,Retail,North America,Negotiation,17700.0,43,5,0.341,1,1,0.834,1.7,1,0,4,12,1,2026-07-19 10:10:54.743919+00:00
ACC-00926,Financial Services,EMEA,Prospecting,1369500.0,8,5,0.645,0,1,0.858,1.5,0,0,2,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00927,Healthcare,India,Negotiation,23900.0,22,2,0.081,0,0,0.937,0.7,3,0,1,27,0,2026-07-19 10:10:54.743919+00:00
ACC-00928,Manufacturing,EMEA,Qualification,128600.0,59,5,0.239,0,0,0.84,4.2,2,0,3,12,0,2026-07-19 10:10:54.743919+00:00
ACC-00929,Manufacturing,EMEA,Proposal,12200.0,55,5,0.16,0,0,0.468,1.1,3,1,10,19,0,2026-07-19 10:10:54.743919+00:00
ACC-00930,Healthcare,India,Closed Won,61200.0,47,5,0.162,1,0,0.978,13.9,3,1,9,3,1,2026-07-19 10:10:54.743919+00:00
ACC-00931,Financial Services,North America,Negotiation,163800.0,102,2,0.556,1,0,0.487,0.5,3,1,1,27,1,2026-07-19 10:10:54.743919+00:00
ACC-00932,Technology,APAC,Qualification,36700.0,65,2,0.43,1,0,0.809,0.0,2,1,10,3,1,2026-07-19 10:10:54.743919+00:00
ACC-00933,Logistics,North America,Prospecting,199600.0,60,5,0.344,1,0,0.671,2.3,0,0,6,12,0,2026-07-19 10:10:54.743919+00:00
ACC-00934,Retail,SEA,Negotiation,71500.0,8,6,0.133,1,0,0.386,0.2,1,0,2,35,1,2026-07-19 10:10:54.743919+00:00
ACC-00935,Financial Services,APAC,Qualification,397200.0,67,4,0.74,0,1,0.949,1.4,0,0,1,3,0,2026-07-19 10:10:54.743919+00:00
ACC-00936,Healthcare,EMEA,Prospecting,505900.0,13,1,0.498,0,0,0.712,1.8,0,0,2,10,1,2026-07-19 10:10:54.743919+00:00
ACC-00937,Financial Services,EMEA,Closed Won,48800.0,39,3,0.06,0,0,0.364,0.9,1,1,0,22,0,2026-07-19 10:10:54.743919+00:00
ACC-00938,Logistics,North America,Prospecting,108200.0,13,4,0.55,1,0,0.568,11.5,1,1,9,19,1,2026-07-19 10:10:54.743919+00:00
ACC-00939,Financial Services,North America,Prospecting,123000.0,53,6,0.341,1,0,0.835,1.3,0,1,6,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00940,Manufacturing,North America,Prospecting,207600.0,75,3,0.467,1,0,0.733,0.5,0,1,10,20,0,2026-07-19 10:10:54.743919+00:00
ACC-00941,Healthcare,APAC,Proposal,100400.0,37,4,0.61,0,0,0.456,0.1,4,1,4,18,1,2026-07-19 10:10:54.743919+00:00
ACC-00942,Manufacturing,North America,Proposal,124000.0,38,10,0.349,1,1,0.699,1.1,1,1,6,1,1,2026-07-19 10:10:54.743919+00:00
ACC-00943,Manufacturing,North America,Qualification,73700.0,21,3,0.464,1,0,0.516,5.2,1,1,2,0,1,2026-07-19 10:10:54.743919+00:00
ACC-00944,Technology,India,Qualification,113400.0,74,2,0.238,1,0,0.669,0.8,1,0,10,30,1,2026-07-19 10:10:54.743919+00:00
ACC-00945,Healthcare,SEA,Qualification,468600.0,14,10,0.489,0,1,0.523,2.7,2,0,1,22,0,2026-07-19 10:10:54.743919+00:00
ACC-00946,Financial Services,APAC,Proposal,214300.0,43,7,0.38,1,0,0.647,13.6,0,1,0,8,1,2026-07-19 10:10:54.743919+00:00
ACC-00947,Financial Services,APAC,Prospecting,229000.0,37,4,0.351,1,0,0.89,1.3,1,1,5,7,1,2026-07-19 10:10:54.743919+00:00
ACC-00948,Logistics,North America,Closed Won,235100.0,50,4,0.332,1,1,0.448,2.9,0,1,10,1,1,2026-07-19 10:10:54.743919+00:00
ACC-00949,Technology,EMEA,Prospecting,82100.0,63,5,0.175,0,0,0.301,2.7,4,0,0,29,0,2026-07-19 10:10:54.743919+00:00
ACC-00950,Manufacturing,India,Closed Lost,144700.0,36,4,0.139,1,1,0.408,2.7,0,1,5,11,0,2026-07-19 10:10:54.743919+00:00
ACC-00951,Manufacturing,North America,Prospecting,26800.0,67,1,0.105,0,1,0.889,9.2,1,0,2,4,1,2026-07-19 10:10:54.743919+00:00
ACC-00952,Manufacturing,North America,Negotiation,452500.0,39,6,0.533,1,0,0.591,4.6,2,0,2,3,1,2026-07-19 10:10:54.743919+00:00
ACC-00953,Financial Services,India,Prospecting,10000.0,49,4,0.232,1,0,0.818,0.0,1,0,5,1,0,2026-07-19 10:10:54.743919+00:00
ACC-00954,Logistics,EMEA,Prospecting,88900.0,19,4,0.39,0,0,0.322,0.1,0,0,8,3,0,2026-07-19 10:10:54.743919+00:00
ACC-00955,Retail,North America,Closed Won,388100.0,30,2,0.567,1,0,0.402,0.1,3,1,9,15,1,2026-07-19 10:10:54.743919+00:00
ACC-00956,Retail,EMEA,Negotiation,19200.0,12,2,0.308,1,1,0.698,1.4,1,0,4,44,0,2026-07-19 10:10:54.743919+00:00
ACC-00957,Retail,APAC,Qualification,159500.0,41,2,0.138,1,0,0.804,1.7,3,1,8,12,1,2026-07-19 10:10:54.743919+00:00
ACC-00958,Financial Services,APAC,Proposal,43600.0,61,6,0.424,1,1,0.852,4.9,1,0,4,12,1,2026-07-19 10:10:54.743919+00:00
ACC-00959,Financial Services,India,Proposal,63400.0,35,1,0.14,0,1,0.75,3.0,4,0,2,23,0,2026-07-19 10:10:54.743919+00:00
ACC-00960,Technology,India,Negotiation,307200.0,37,7,0.331,1,1,0.83,15.0,3,0,5,6,1,2026-07-19 10:10:54.743919+00:00
ACC-00961,Financial Services,APAC,Qualification,125200.0,50,3,0.121,0,1,0.416,4.7,0,1,6,55,1,2026-07-19 10:10:54.743919+00:00
ACC-00962,Manufacturing,SEA,Qualification,10000.0,53,2,0.099,1,1,0.761,6.2,0,1,7,23,1,2026-07-19 10:10:54.743919+00:00
ACC-00963,Healthcare,APAC,Qualification,30600.0,12,4,0.52,0,0,0.598,0.6,0,0,7,15,0,2026-07-19 10:10:54.743919+00:00
ACC-00964,Retail,India,Qualification,318200.0,27,10,0.339,1,1,0.94,3.1,2,0,5,24,1,2026-07-19 10:10:54.743919+00:00
ACC-00965,Healthcare,APAC,Closed Won,169200.0,13,3,0.183,0,0,0.731,0.5,1,0,4,4,0,2026-07-19 10:10:54.743919+00:00
ACC-00966,Retail,India,Prospecting,804300.0,31,4,0.504,0,0,0.679,3.4,1,1,10,0,1,2026-07-19 10:10:54.743919+00:00
ACC-00967,Technology,SEA,Prospecting,743500.0,92,6,0.065,1,0,0.705,5.0,2,0,9,16,0,2026-07-19 10:10:54.743919+00:00
ACC-00968,Healthcare,North America,Proposal,65500.0,62,5,0.192,1,1,0.882,1.1,3,1,3,49,1,2026-07-19 10:10:54.743919+00:00
ACC-00969,Manufacturing,SEA,Proposal,1990500.0,39,4,0.17,0,1,0.308,0.5,1,0,10,16,1,2026-07-19 10:10:54.743919+00:00
ACC-00970,Retail,India,Prospecting,101700.0,106,3,0.123,1,0,0.902,0.8,0,1,10,17,1,2026-07-19 10:10:54.743919+00:00
ACC-00971,Manufacturing,India,Qualification,31100.0,47,4,0.534,0,0,0.32,5.0,1,0,3,10,0,2026-07-19 10:10:54.743919+00:00
ACC-00972,Logistics,North America,Closed Lost,46100.0,138,4,0.384,0,0,0.708,2.4,2,1,9,11,1,2026-07-19 10:10:54.743919+00:00
ACC-00973,Technology,India,Prospecting,10000.0,43,5,0.321,1,0,0.652,2.3,1,0,7,22,0,2026-07-19 10:10:54.743919+00:00
ACC-00974,Healthcare,India,Proposal,679000.0,27,3,0.168,1,0,0.559,2.6,0,0,6,2,1,2026-07-19 10:10:54.743919+00:00
ACC-00975,Financial Services,North America,Proposal,669100.0,17,3,0.149,1,0,0.39,2.0,1,1,3,27,1,2026-07-19 10:10:54.743919+00:00
ACC-00976,Healthcare,SEA,Qualification,29200.0,58,5,0.336,0,0,0.387,6.0,1,0,5,5,0,2026-07-19 10:10:54.743919+00:00
ACC-00977,Manufacturing,North America,Closed Won,75100.0,31,3,0.412,1,1,0.82,2.1,2,0,6,46,0,2026-07-19 10:10:54.743919+00:00
ACC-00978,Financial Services,North America,Proposal,110700.0,43,5,0.023,0,1,0.379,2.7,2,1,5,10,1,2026-07-19 10:10:54.743919+00:00
ACC-00979,Retail,APAC,Qualification,31200.0,52,4,0.166,0,0,0.781,11.7,1,1,9,5,1,2026-07-19 10:10:54.743919+00:00
ACC-00980,Manufacturing,EMEA,Proposal,12000.0,22,1,0.459,1,1,0.993,1.8,1,0,7,1,1,2026-07-19 10:10:54.743919+00:00
ACC-00981,Healthcare,EMEA,Proposal,76700.0,47,4,0.251,0,0,0.777,0.6,2,1,9,7,1,2026-07-19 10:10:54.743919+00:00
ACC-00982,Technology,North America,Proposal,67200.0,35,7,0.418,0,1,0.353,2.5,2,0,2,27,0,2026-07-19 10:10:54.743919+00:00
ACC-00983,Financial Services,SEA,Closed Won,61900.0,14,4,0.095,0,0,0.679,3.7,1,1,9,33,0,2026-07-19 10:10:54.743919+00:00
ACC-00984,Financial Services,North America,Qualification,129000.0,54,3,0.151,1,1,0.884,0.4,2,0,10,29,1,2026-07-19 10:10:54.743919+00:00
ACC-00985,Technology,North America,Prospecting,548800.0,58,8,0.241,1,1,0.968,0.5,3,0,8,25,1,2026-07-19 10:10:54.743919+00:00
ACC-00986,Retail,North America,Prospecting,68600.0,82,4,0.017,0,1,0.809,0.1,3,0,1,7,0,2026-07-19 10:10:54.743919+00:00
ACC-00987,Manufacturing,EMEA,Prospecting,121100.0,18,8,0.519,0,1,0.517,4.1,2,0,4,43,0,2026-07-19 10:10:54.743919+00:00
ACC-00988,Retail,SEA,Prospecting,236200.0,118,2,0.472,0,0,0.476,0.7,2,0,6,24,0,2026-07-19 10:10:54.743919+00:00
ACC-00989,Healthcare,EMEA,Closed Won,191900.0,24,9,0.274,0,0,0.849,6.9,0,0,8,27,0,2026-07-19 10:10:54.743919+00:00
ACC-00990,Technology,India,Proposal,47200.0,9,1,0.216,1,1,0.832,2.2,2,0,3,6,1,2026-07-19 10:10:54.743919+00:00
ACC-00991,Technology,North America,Proposal,110800.0,40,3,0.391,1,1,0.64,9.3,0,1,3,37,1,2026-07-19 10:10:54.743919+00:00
ACC-00992,Manufacturing,APAC,Proposal,190400.0,50,1,0.383,1,0,0.361,1.4,1,1,1,7,1,2026-07-19 10:10:54.743919+00:00
ACC-00993,Healthcare,APAC,Negotiation,25500.0,36,4,0.801,0,0,0.77,9.4,1,0,10,51,1,2026-07-19 10:10:54.743919+00:00
ACC-00994,Manufacturing,APAC,Qualification,449700.0,18,6,0.179,1,1,0.713,11.4,0,1,5,26,0,2026-07-19 10:10:54.743919+00:00
ACC-00995,Retail,North America,Closed Won,550100.0,29,4,0.202,0,1,0.308,0.4,1,1,0,14,0,2026-07-19 10:10:54.743919+00:00
ACC-00996,Financial Services,EMEA,Qualification,41500.0,48,6,0.164,0,0,0.75,0.4,1,1,5,11,0,2026-07-19 10:10:54.743919+00:00
ACC-00997,Logistics,APAC,Closed Won,124500.0,127,5,0.345,1,0,0.393,1.7,0,0,3,11,1,2026-07-19 10:10:54.743919+00:00
ACC-00998,Financial Services,India,Proposal,213400.0,18,1,0.156,0,0,0.878,1.6,3,1,10,54,1,2026-07-19 10:10:54.743919+00:00
ACC-00999,Logistics,APAC,Prospecting,51300.0,26,3,0.425,0,1,0.772,3.1,2,1,5,22,1,2026-07-19 10:10:54.743919+00:00
ACC-01000,Retail,North America,Proposal,175900.0,15,4,0.235,0,0,0.336,0.4,3,0,6,21,0,2026-07-19 10:10:54.743919+00:00
ACC-01001,Financial Services,EMEA,Qualification,120100.0,31,3,0.52,1,0,0.672,4.2,2,1,6,41,1,2026-07-19 10:10:54.743919+00:00
ACC-01002,Manufacturing,North America,Prospecting,17000.0,38,4,0.446,0,0,0.864,0.8,0,1,8,38,0,2026-07-19 10:10:54.743919+00:00
ACC-01003,Technology,India,Proposal,171300.0,70,0,0.093,0,1,0.881,0.5,0,1,0,3,0,2026-07-19 10:10:54.743919+00:00
ACC-01004,Technology,EMEA,Qualification,26400.0,48,3,0.191,1,0,0.36,4.7,1,1,2,24,1,2026-07-19 10:10:54.743919+00:00
ACC-01005,Technology,North America,Prospecting,304700.0,89,5,0.467,1,0,0.355,0.3,0,1,3,53,1,2026-07-19 10:10:54.743919+00:00
ACC-01006,Manufacturing,SEA,Closed Lost,44100.0,39,3,0.317,1,1,0.842,3.7,2,0,10,18,1,2026-07-19 10:10:54.743919+00:00
ACC-01007,Manufacturing,APAC,Proposal,81300.0,3,1,0.269,0,1,0.463,0.4,1,1,6,23,0,2026-07-19 10:10:54.743919+00:00
ACC-01008,Technology,North America,Closed Won,512300.0,50,5,0.244,0,1,0.716,4.0,1,0,3,0,1,2026-07-19 10:10:54.743919+00:00
ACC-01009,Healthcare,EMEA,Proposal,179100.0,11,5,0.192,1,0,0.726,4.7,5,0,10,6,1,2026-07-19 10:10:54.743919+00:00
ACC-01010,Retail,North America,Qualification,27000.0,68,2,0.316,0,0,0.741,2.6,1,0,7,38,0,2026-07-19 10:10:54.743919+00:00
ACC-01011,Healthcare,India,Qualification,29200.0,39,3,0.141,0,0,0.537,1.3,2,0,1,30,0,2026-07-19 10:10:54.743919+00:00
ACC-01012,Logistics,India,Proposal,48100.0,26,5,0.091,0,0,0.328,0.8,1,0,7,26,1,2026-07-19 10:10:54.743919+00:00
ACC-01013,Logistics,SEA,Closed Lost,158500.0,17,5,0.141,0,0,0.676,5.0,1,0,6,23,1,2026-07-19 10:10:54.743919+00:00
ACC-01014,Financial Services,APAC,Prospecting,151700.0,28,2,0.424,0,0,0.661,0.3,2,0,1,44,0,2026-07-19 10:10:54.743919+00:00
ACC-01015,Technology,APAC,Closed Won,35900.0,38,3,0.243,1,1,0.603,11.0,0,0,6,9,1,2026-07-19 10:10:54.743919+00:00
ACC-01016,Logistics,India,Closed Won,24300.0,108,3,0.203,0,1,0.496,4.5,0,0,8,4,1,2026-07-19 10:10:54.743919+00:00
ACC-01017,Financial Services,North America,Proposal,138400.0,36,3,0.505,0,0,0.89,3.5,0,0,9,17,1,2026-07-19 10:10:54.743919+00:00
ACC-01018,Manufacturing,APAC,Closed Won,79400.0,45,3,0.439,0,0,0.559,13.4,2,0,10,61,0,2026-07-19 10:10:54.743919+00:00
ACC-01019,Logistics,APAC,Qualification,1314100.0,37,3,0.311,1,1,0.389,3.5,3,0,2,11,0,2026-07-19 10:10:54.743919+00:00
ACC-01020,Financial Services,North America,Closed Lost,103100.0,45,4,0.049,0,0,0.831,0.3,5,1,1,53,0,2026-07-19 10:10:54.743919+00:00
ACC-01021,Manufacturing,APAC,Proposal,870700.0,44,5,0.298,0,0,0.745,1.2,3,0,6,33,0,2026-07-19 10:10:54.743919+00:00
ACC-01022,Healthcare,India,Prospecting,24200.0,39,5,0.451,0,0,0.516,2.6,1,0,8,25,0,2026-07-19 10:10:54.743919+00:00
ACC-01023,Logistics,India,Closed Won,14900.0,25,3,0.236,0,0,0.406,2.6,1,0,8,22,0,2026-07-19 10:10:54.743919+00:00
ACC-01024,Logistics,North America,Qualification,25700.0,59,2,0.401,1,1,0.608,0.0,1,1,5,13,0,2026-07-19 10:10:54.743919+00:00
ACC-01025,Logistics,North America,Qualification,411200.0,18,9,0.237,1,1,0.346,0.9,3,1,9,2,0,2026-07-19 10:10:54.743919+00:00
ACC-01026,Retail,North America,Proposal,812100.0,53,1,0.319,1,0,0.456,4.0,2,0,4,11,1,2026-07-19 10:10:54.743919+00:00
ACC-01027,Technology,India,Prospecting,38600.0,60,5,0.102,1,1,0.975,3.2,3,1,4,7,1,2026-07-19 10:10:54.743919+00:00
ACC-01028,Technology,North America,Qualification,56800.0,9,2,0.569,0,0,0.405,6.8,4,0,7,24,1,2026-07-19 10:10:54.743919+00:00
ACC-01029,Healthcare,EMEA,Negotiation,24300.0,17,1,0.528,1,0,0.492,9.7,1,0,3,13,1,2026-07-19 10:10:54.743919+00:00
ACC-01030,Technology,North America,Prospecting,11200.0,10,3,0.313,0,1,0.397,6.1,0,1,1,18,0,2026-07-19 10:10:54.743919+00:00
ACC-01031,Financial Services,EMEA,Prospecting,233800.0,80,3,0.553,1,1,0.938,2.4,1,0,4,4,1,2026-07-19 10:10:54.743919+00:00
ACC-01032,Manufacturing,APAC,Prospecting,129000.0,28,3,0.353,1,0,0.947,2.3,7,1,6,23,1,2026-07-19 10:10:54.743919+00:00
ACC-01033,Healthcare,India,Qualification,100000.0,77,4,0.35,1,0,0.342,1.4,1,0,7,13,0,2026-07-19 10:10:54.743919+00:00
ACC-01034,Financial Services,North America,Proposal,18400.0,32,2,0.388,1,0,0.929,6.9,1,1,7,5,1,2026-07-19 10:10:54.743919+00:00
ACC-01035,Financial Services,EMEA,Negotiation,706400.0,19,3,0.439,1,0,0.4,5.3,0,1,10,17,1,2026-07-19 10:10:54.743919+00:00
ACC-01036,Manufacturing,North America,Closed Lost,54000.0,24,6,0.124,1,0,0.578,4.5,1,0,7,38,1,2026-07-19 10:10:54.743919+00:00
ACC-01037,Healthcare,EMEA,Proposal,187300.0,43,4,0.22,1,0,0.71,4.5,1,1,9,9,1,2026-07-19 10:10:54.743919+00:00
ACC-01038,Technology,India,Prospecting,17200.0,59,3,0.271,1,1,0.624,5.7,0,0,2,46,1,2026-07-19 10:10:54.743919+00:00
ACC-01039,Financial Services,North America,Closed Won,78500.0,40,7,0.312,0,1,0.395,7.5,1,0,3,7,1,2026-07-19 10:10:54.743919+00:00
ACC-01040,Healthcare,India,Negotiation,140000.0,67,4,0.125,0,0,0.854,5.2,0,0,10,20,1,2026-07-19 10:10:54.743919+00:00
ACC-01041,Manufacturing,EMEA,Proposal,146200.0,35,5,0.16,0,0,0.781,5.1,2,1,1,11,1,2026-07-19 10:10:54.743919+00:00
ACC-01042,Technology,North America,Proposal,118800.0,38,4,0.458,0,1,0.959,3.2,3,0,10,7,1,2026-07-19 10:10:54.743919+00:00
ACC-01043,Healthcare,APAC,Closed Won,178700.0,23,1,0.209,0,1,0.547,1.8,3,0,1,37,0,2026-07-19 10:10:54.743919+00:00
ACC-01044,Manufacturing,North America,Proposal,25400.0,22,2,0.24,0,0,0.601,2.4,4,1,6,16,1,2026-07-19 10:10:54.743919+00:00
ACC-01045,Technology,EMEA,Qualification,125100.0,62,4,0.451,0,1,0.545,2.3,1,1,10,31,0,2026-07-19 10:10:54.743919+00:00
