account_id,deal_size_log,days_in_stage,num_meetings,email_open_rate,champion_identified,competitor_present,product_fit_score,account_tenure_yrs,prev_purchases,exec_sponsor,nps_score,days_since_contact,meetings_per_day,engagement_score,stage_weight,industry_score,contact_lapsed,high_value_deal,champion_and_sponsor,converted
ACC-00593,13.040938548374287,47,3,0.525,0,0,0.807,5.0,3,0,2,1,0.0625,0.33749999999999997,2,0.75,0,0,0,1
ACC-01871,12.359227115018937,40,2,0.146,0,0,0.329,0.2,0,1,2,1,0.04878048780487805,0.1838,0,0.8,0,0,0,1
ACC-02173,11.72885102917796,30,2,0.808,1,0,0.342,5.9,2,1,2,1,0.06451612903225806,0.3824,1,0.75,0,0,1,1
ACC-04135,9.798182590890704,30,9,0.263,0,0,0.357,1.8,1,1,2,1,0.2903225806451613,0.49889999999999995,3,0.6,0,0,0,1
ACC-04230,10.860939421415225,61,10,0.284,1,1,0.943,1.4,2,1,2,1,0.16129032258064516,0.5452,1,0.75,0,0,1,1
ACC-00259,10.534785924769006,24,4,0.552,0,0,0.653,1.8,1,0,2,2,0.16,0.3856,5,0.6,0,0,0,0
ACC-00898,11.438212694578302,84,7,0.444,0,1,0.702,3.9,4,0,2,2,0.08235294117647059,0.4732,1,0.8,0,0,0,0
ACC-01381,14.508658238524095,46,6,0.036,0,0,0.414,3.1,1,1,2,2,0.1276595744680851,0.31079999999999997,2,0.75,0,1,0,1
ACC-01959,10.675931008412125,76,3,0.337,1,0,0.446,6.1,1,0,2,2,0.03896103896103896,0.2811,2,0.6,0,0,0,0
ACC-02462,11.814517839013352,46,3,0.205,1,0,0.323,4.8,1,1,2,2,0.06382978723404255,0.2415,4,0.8,0,0,1,1
ACC-02819,11.616393190430356,20,4,0.047,1,0,0.61,2.9,1,0,2,2,0.19047619047619047,0.2341,2,0.75,0,0,0,0
ACC-03513,11.06665398721974,24,6,0.179,1,1,0.92,0.6,2,0,2,2,0.24,0.35369999999999996,3,0.5,0,0,0,1
ACC-03561,9.642187721358466,47,5,0.406,0,1,0.851,0.9,2,1,2,2,0.10416666666666667,0.38180000000000003,1,0.65,0,0,0,0
ACC-03615,11.76446986680519,63,5,0.311,0,0,0.867,0.4,3,1,2,2,0.078125,0.3533,2,0.55,0,0,0,1
ACC-03848,9.210440366976517,27,6,0.252,0,1,0.303,3.3,3,1,2,2,0.21428571428571427,0.3756,2,0.6,0,0,0,1
ACC-04377,10.534785924769006,23,3,0.266,0,1,0.442,3.1,2,1,2,2,0.125,0.2598,4,0.55,0,0,0,1
ACC-04868,11.125806040978839,44,6,0.33,0,0,0.667,2.3,0,1,2,2,0.13333333333333333,0.39899999999999997,2,0.75,0,0,0,0
ACC-00052,11.133142723386813,43,5,0.095,1,1,0.63,6.0,3,0,2,3,0.11363636363636363,0.2885,2,0.8,0,0,0,1
ACC-00117,12.444699706243501,34,4,0.339,0,0,0.869,0.3,1,1,2,3,0.11428571428571428,0.3217,1,0.8,0,0,0,1
ACC-00706,10.831726617926124,77,3,0.308,1,0,0.859,0.8,3,0,2,3,0.038461538461538464,0.2724,3,0.5,0,0,0,1
ACC-00952,13.022545252064427,39,6,0.533,1,0,0.591,4.6,2,0,2,3,0.15,0.45990000000000003,4,0.6,0,0,0,1
ACC-01308,11.49782197939291,32,5,0.285,0,1,0.816,0.7,1,1,2,3,0.15151515151515152,0.3455,1,0.8,0,0,0,1
ACC-01429,11.23850177707664,9,3,0.262,1,0,0.683,0.0,2,0,2,3,0.3,0.2586,1,0.6,0,0,0,1
ACC-01617,11.574970254341755,36,4,0.371,0,0,0.469,8.5,2,1,2,3,0.10810810810810811,0.3313,2,0.5,0,0,0,1
ACC-02700,13.101958608857487,128,1,0.069,1,1,0.69,1.6,1,0,2,3,0.007751937984496124,0.1207,1,0.8,0,0,0,0
ACC-04014,10.725489582719506,56,5,0.384,1,1,0.765,11.6,3,1,2,3,0.08771929824561403,0.37520000000000003,4,0.75,0,0,1,1
ACC-04039,11.23850177707664,65,5,0.157,0,0,0.612,1.4,2,0,2,3,0.07575757575757576,0.30710000000000004,2,0.6,0,0,0,1
ACC-00708,12.805735727983281,25,2,0.161,0,1,0.416,1.4,4,0,2,4,0.07692307692307693,0.1883,2,0.8,0,0,0,0
ACC-00951,10.196194479235656,67,1,0.105,0,1,0.889,9.2,1,0,2,4,0.014705882352941176,0.1315,1,0.6,0,0,0,1
ACC-01573,10.797553125151618,89,4,0.486,0,0,0.391,6.5,0,1,2,4,0.044444444444444446,0.36579999999999996,1,0.8,0,0,0,1
ACC-01675,12.016732516077072,66,2,0.247,1,0,0.894,5.7,1,1,2,4,0.029850746268656716,0.2141,1,0.8,0,0,1,1
ACC-02051,9.210440366976517,23,1,0.323,1,1,0.655,1.5,0,1,2,4,0.041666666666666664,0.1969,1,0.55,0,0,1,1
ACC-02246,11.247670025080003,24,6,0.191,0,0,0.734,5.3,2,0,2,4,0.24,0.3573,1,0.55,0,0,0,1
ACC-02594,9.97119292889014,41,2,0.07,1,0,0.609,2.1,1,0,2,4,0.047619047619047616,0.161,2,0.55,0,0,0,1
ACC-02909,11.556951919719207,94,3,0.514,0,1,0.768,2.9,0,0,2,4,0.031578947368421054,0.3342,4,0.65,0,0,0,0
ACC-03194,11.247670025080003,28,5,0.571,1,1,0.462,1.1,2,1,2,4,0.1724137931034483,0.43129999999999996,3,0.65,0,0,1,0
ACC-03254,11.091346218718432,9,7,0.269,0,1,0.693,0.7,2,0,2,4,0.7,0.4207,1,0.75,0,0,0,0
ACC-03316,10.288783966353765,63,3,0.256,0,0,0.459,2.1,0,1,2,4,0.046875,0.2568,1,0.6,0,0,0,1
ACC-04118,13.378556330751158,20,5,0.167,1,1,0.874,5.9,1,1,2,4,0.23809523809523808,0.3101,1,0.55,0,1,1,1
ACC-04570,11.11395422597838,22,8,0.478,0,1,0.663,2.1,2,0,2,4,0.34782608695652173,0.5234000000000001,2,0.8,0,0,0,0
ACC-04935,10.74507628970625,73,4,0.292,0,0,0.757,0.2,2,1,2,4,0.05405405405405406,0.3076,1,0.55,0,0,0,1
ACC-00386,11.49273296168228,90,1,0.308,0,1,0.464,7.3,1,0,2,5,0.01098901098901099,0.1924,1,0.8,0,0,0,0
ACC-00584,9.259225769705994,64,3,0.394,0,0,0.393,1.0,1,0,2,5,0.046153846153846156,0.2982,3,0.65,0,0,0,1
ACC-02867,10.214678610538817,67,6,0.411,0,0,0.52,1.4,1,0,2,5,0.08823529411764706,0.42329999999999995,2,0.55,0,0,0,0
ACC-02911,12.016128107502665,22,5,0.163,1,0,0.421,0.4,1,0,2,5,0.21739130434782608,0.3089,3,0.65,0,0,0,0
ACC-03429,10.77270764101727,18,4,0.254,0,0,0.619,1.1,1,0,2,5,0.21052631578947367,0.2962,1,0.8,0,0,0,0
ACC-03864,10.883710371704016,67,3,0.109,1,1,0.909,1.0,3,0,2,5,0.04411764705882353,0.2127,5,0.65,0,0,0,0
ACC-03889,12.589295553001502,107,2,0.229,0,0,0.649,0.5,1,0,2,5,0.018518518518518517,0.2087,1,0.6,0,0,0,1
ACC-04110,12.820990681250251,32,4,0.333,1,0,0.425,5.8,0,0,2,5,0.12121212121212122,0.3199,1,0.6,0,0,0,0
ACC-00512,12.186385111610496,9,4,0.151,0,1,0.905,5.2,0,1,2,6,0.4,0.2653,3,0.55,0,0,0,1
ACC-00634,11.442513730229855,46,5,0.282,1,1,0.794,2.3,2,0,2,6,0.10638297872340426,0.3446,2,0.6,0,0,0,1
ACC-00715,10.468829770273567,35,5,0.106,1,1,0.582,1.8,4,0,2,6,0.1388888888888889,0.2918,0,0.65,0,0,0,1
ACC-01350,12.85474794968064,33,1,0.365,0,1,0.468,2.2,2,0,2,6,0.029411764705882353,0.2095,4,0.75,0,0,0,1
ACC-01615,13.027395339062938,130,3,0.291,1,1,0.94,3.1,1,0,2,6,0.022900763358778626,0.2673,1,0.65,0,0,0,1
ACC-02202,10.573903321093981,42,3,0.152,0,1,0.934,0.8,1,1,2,6,0.06976744186046512,0.2256,4,0.75,0,0,0,1
ACC-02551,10.803669227477098,77,9,0.446,1,0,0.917,5.1,1,0,2,6,0.11538461538461539,0.5538000000000001,2,0.65,0,0,0,1
ACC-02625,11.298506245754995,11,0,0.227,0,0,0.607,2.7,1,0,2,6,0.0,0.1281,2,0.55,0,0,0,0
ACC-02776,13.765480675661774,46,1,0.704,0,0,0.373,1.8,3,1,2,6,0.02127659574468085,0.3112,2,0.55,0,1,0,0
ACC-03123,12.404927602627597,43,4,0.566,0,0,0.344,5.4,4,1,2,6,0.09090909090909091,0.3898,1,0.75,0,0,0,1
ACC-04150,11.574029971623514,20,7,0.242,1,0,0.456,0.7,0,0,2,6,0.3333333333333333,0.4126,1,0.8,0,0,0,1
ACC-00747,11.88242482344573,55,6,0.194,0,0,0.85,7.9,2,0,2,7,0.10714285714285714,0.3582,5,0.55,0,0,0,1
ACC-01258,10.601647149919609,51,5,0.284,1,0,0.919,0.9,0,1,2,7,0.09615384615384616,0.3452,2,0.55,0,0,1,1
ACC-01437,11.1154434073529,8,1,0.287,1,0,0.867,0.3,1,0,2,7,0.1111111111111111,0.1861,2,0.65,0,0,0,0
ACC-01825,11.953120448266079,41,8,0.29,1,0,0.953,4.6,4,0,2,7,0.19047619047619047,0.467,4,0.6,0,0,0,1
ACC-01867,13.659676295039331,86,9,0.272,0,0,0.33,1.0,1,1,2,7,0.10344827586206896,0.5016,1,0.75,0,1,0,1
ACC-02079,9.717218213494077,36,7,0.23,0,0,0.687,1.1,1,1,2,7,0.1891891891891892,0.40900000000000003,1,0.5,0,0,0,1
ACC-02227,10.526775414924009,48,1,0.275,0,0,0.928,4.5,2,0,2,7,0.02040816326530612,0.1825,2,0.65,0,0,0,1
ACC-02763,10.367253014814716,41,2,0.668,0,0,0.471,3.8,1,1,2,7,0.047619047619047616,0.3404,2,0.6,0,0,0,1
ACC-03102,12.224899306530068,100,5,0.512,1,0,0.386,6.5,3,1,2,7,0.04950495049504951,0.4136,2,0.8,0,0,1,1
ACC-03362,12.334470257826283,29,6,0.101,0,0,0.899,14.1,2,1,2,7,0.2,0.3303,2,0.65,0,0,0,1
ACC-03798,11.535674727063007,50,5,0.076,1,1,0.888,1.0,0,0,2,7,0.09803921568627451,0.2828,3,0.75,0,0,0,1
ACC-04201,11.902267966193309,75,6,0.1,0,0,0.527,1.4,3,1,2,7,0.07894736842105263,0.33,2,0.8,0,0,0,1
ACC-04370,10.477316144080852,22,4,0.227,0,0,0.794,1.9,1,1,2,7,0.17391304347826086,0.2881,4,0.75,0,0,0,1
ACC-04589,12.003350402638521,48,7,0.396,0,0,0.393,1.5,3,0,2,7,0.14285714285714285,0.45880000000000004,3,0.6,0,0,0,0
ACC-04685,10.150386692204734,65,1,0.475,0,0,0.371,9.8,3,1,2,7,0.015151515151515152,0.2425,4,0.8,0,0,0,1
ACC-00646,10.243560441877241,16,4,0.237,0,0,0.969,2.3,3,1,2,8,0.23529411764705882,0.2911,1,0.8,0,0,0,1
ACC-00703,12.402465567990559,55,7,0.152,1,0,0.572,0.1,4,1,2,8,0.125,0.3856,1,0.65,0,0,1,1
ACC-01395,12.76797439010324,74,0,0.179,0,0,0.819,2.1,3,0,2,8,0.0,0.1137,4,0.65,0,0,0,1
ACC-01645,12.404517684236607,5,7,0.237,0,0,0.965,0.3,2,0,2,8,1.1666666666666667,0.4111,1,0.75,0,0,0,0
ACC-01934,11.37826200322577,31,4,0.205,1,1,0.573,8.1,2,1,2,8,0.125,0.2815,1,0.6,0,0,1,1
ACC-02067,11.382828169079987,56,0,0.113,0,0,0.422,4.9,1,0,2,8,0.0,0.0939,2,0.65,0,0,0,0
ACC-02120,11.919063679824545,117,6,0.618,1,1,0.921,1.6,2,1,2,8,0.05084745762711865,0.4854,4,0.8,0,0,1,1
ACC-02297,12.581425564973435,15,4,0.246,1,0,0.514,1.7,2,0,2,8,0.25,0.2938,2,0.65,0,0,0,1
ACC-02321,10.146472946063877,36,2,0.447,1,0,0.904,2.2,1,0,2,8,0.05405405405405406,0.2741,2,0.5,0,0,0,0
ACC-02342,12.123782831670258,89,5,0.229,0,0,0.687,0.7,2,1,2,8,0.05555555555555555,0.3287,2,0.75,0,0,0,1
ACC-02924,10.247112717290387,29,6,0.718,0,0,0.481,1.7,1,1,2,8,0.2,0.5154,5,0.75,0,0,0,1
ACC-03142,14.508658238524095,54,4,0.242,1,0,0.673,3.4,1,0,2,8,0.07272727272727272,0.29259999999999997,1,0.5,0,1,0,1
ACC-03511,9.648659816955295,36,4,0.105,1,0,0.523,0.2,2,1,2,8,0.10810810810810811,0.2515,2,0.65,0,0,1,1
ACC-03803,9.210440366976517,44,6,0.167,1,1,0.874,3.8,1,0,2,8,0.13333333333333333,0.35009999999999997,0,0.8,0,0,0,0
ACC-04244,12.201567512641383,17,2,0.46,0,1,0.968,0.4,2,0,2,8,0.1111111111111111,0.278,2,0.55,0,0,0,0
ACC-04557,10.425282789490705,47,1,0.574,0,0,0.47,3.1,1,0,2,8,0.020833333333333332,0.2722,2,0.6,0,0,0,0
ACC-04643,11.17606715383184,24,3,0.214,0,0,0.412,0.9,3,1,2,8,0.12,0.24419999999999997,4,0.8,0,0,0,0
ACC-04751,9.792611856190192,53,5,0.327,1,0,0.975,7.0,2,0,2,8,0.09259259259259259,0.35810000000000003,1,0.65,0,0,0,1
ACC-00227,12.799125972742269,18,4,0.291,0,1,0.355,0.2,1,0,2,9,0.21052631578947367,0.3073,3,0.5,0,0,0,0
ACC-00256,11.613684409620816,17,8,0.088,1,1,0.786,5.1,3,1,2,9,0.4444444444444444,0.4064,1,0.6,0,0,1,0
ACC-00461,11.795099898183592,31,5,0.142,0,0,0.316,0.3,4,0,2,9,0.15625,0.3026,2,0.75,0,0,0,0
ACC-00554,12.427218202181711,76,3,0.315,1,1,0.982,6.4,0,0,2,9,0.03896103896103896,0.27449999999999997,3,0.6,0,0,0,1
ACC-01149,12.87569784054846,30,6,0.209,0,1,0.716,5.0,2,1,2,9,0.1935483870967742,0.36269999999999997,4,0.8,0,0,0,1
ACC-01289,14.508658238524095,149,7,0.218,0,1,0.859,2.0,1,1,2,9,0.04666666666666667,0.40540000000000004,2,0.75,0,1,0,1
ACC-01428,10.993748398115178,22,3,0.118,1,0,0.91,1.2,2,0,2,9,0.13043478260869565,0.21539999999999998,3,0.5,0,0,0,1
ACC-01801,10.740756721857226,76,2,0.083,0,0,0.994,3.0,2,0,2,9,0.025974025974025976,0.1649,1,0.5,0,0,0,1
ACC-01903,11.83863282480007,34,4,0.396,1,0,0.389,2.0,1,1,2,9,0.11428571428571428,0.3388,3,0.8,0,0,1,1
ACC-02125,10.74507628970625,106,3,0.236,0,0,0.424,3.0,1,0,2,9,0.028037383177570093,0.25079999999999997,2,0.5,0,0,0,0
ACC-02329,12.192485760421583,44,5,0.363,0,1,0.447,1.0,1,1,2,9,0.1111111111111111,0.3689,5,0.6,0,0,0,1
ACC-02647,9.729193687429403,97,5,0.323,0,0,0.358,0.3,4,1,2,9,0.05102040816326531,0.3569,1,0.5,0,0,0,0
ACC-02748,10.077482875583607,29,6,0.108,0,0,0.379,1.0,2,0,2,9,0.2,0.3324,4,0.75,0,0,0,1
ACC-02906,11.21318430646977,39,3,0.54,1,1,0.412,2.7,1,0,2,9,0.075,0.342,3,0.75,0,0,0,1
ACC-02923,11.633380483255026,59,8,0.094,0,0,0.481,5.1,2,0,2,9,0.13333333333333333,0.4082,2,0.8,0,0,0,1
ACC-03114,11.410903813540878,87,1,0.178,0,0,0.67,0.8,2,0,2,9,0.011363636363636364,0.15339999999999998,2,0.75,0,0,0,0
ACC-03387,12.448630513463613,36,3,0.223,1,0,0.41,0.4,0,0,2,9,0.08108108108108109,0.2469,3,0.65,0,0,0,1
ACC-03402,11.466891997618188,64,3,0.467,0,1,0.842,5.8,1,1,2,9,0.046153846153846156,0.3201,3,0.75,0,0,0,1
ACC-04750,11.74006900564972,45,6,0.21,0,0,0.668,0.4,0,0,2,9,0.13043478260869565,0.363,0,0.8,0,0,0,0
ACC-00128,9.210440366976517,29,7,0.456,1,0,0.475,1.8,1,0,2,10,0.23333333333333334,0.47680000000000006,4,0.8,0,0,0,1
ACC-00643,13.331490759535422,12,2,0.186,0,0,0.562,2.2,0,0,2,10,0.15384615384615385,0.1958,2,0.65,0,1,0,0
ACC-00909,11.015361515187424,73,5,0.252,0,0,0.417,0.1,2,0,2,10,0.06756756756756757,0.3356,4,0.65,0,0,0,1
ACC-00936,13.134096276953306,13,1,0.498,0,0,0.712,1.8,0,0,2,10,0.07142857142857142,0.2494,1,0.65,0,1,0,1
ACC-01100,11.454247073019193,33,4,0.263,1,0,0.685,2.2,4,0,2,10,0.11764705882352941,0.2989,0,0.55,0,0,0,1
ACC-02431,12.509139512775626,56,3,0.239,1,0,0.491,7.2,3,1,2,10,0.05263157894736842,0.2517,0,0.6,0,0,1,1
ACC-02477,13.270612678298292,63,2,0.293,1,1,0.761,0.8,1,1,2,10,0.03125,0.2279,1,0.75,0,1,1,1
ACC-02547,13.441690908466656,57,3,0.035,1,1,0.31,0.2,1,0,2,10,0.05172413793103448,0.1905,3,0.75,0,1,0,0
ACC-03398,10.130662964963708,37,2,0.209,1,0,0.786,3.4,2,0,2,10,0.05263157894736842,0.2027,2,0.8,0,0,0,1
ACC-03549,9.465060106725137,52,5,0.191,1,0,0.428,0.8,1,0,2,10,0.09433962264150944,0.3173,4,0.65,0,0,0,0
ACC-03629,12.519791548657462,34,3,0.301,1,0,0.674,0.7,3,1,2,10,0.08571428571428572,0.2703,5,0.8,0,0,1,1
ACC-03642,10.7706090484022,67,3,0.132,0,0,0.409,1.5,1,1,2,10,0.04411764705882353,0.2196,2,0.5,0,0,0,1
ACC-04001,10.138599199626192,7,5,0.204,0,0,0.993,1.5,1,1,2,10,0.625,0.3212,1,0.6,0,0,0,0
ACC-04438,11.399767965010177,30,3,0.428,0,1,0.779,3.8,1,0,2,10,0.0967741935483871,0.3084,2,0.8,0,0,0,0
ACC-00503,11.060384472475045,48,1,0.456,0,1,0.502,2.7,1,1,2,11,0.02040816326530612,0.2368,3,0.65,0,0,0,1
ACC-00521,11.749585258937909,112,5,0.468,0,0,0.763,2.8,1,0,2,11,0.04424778761061947,0.40040000000000003,2,0.6,0,0,0,1
ACC-00786,13.502580418685977,66,4,0.216,0,1,0.323,0.8,3,1,2,11,0.05970149253731343,0.2848,1,0.5,0,1,0,1
ACC-01019,14.088663339608534,37,3,0.311,1,1,0.389,3.5,3,0,2,11,0.07894736842105263,0.2733,2,0.5,0,1,0,0
ACC-01216,10.916923143796645,27,5,0.044,0,0,0.99,6.6,1,0,2,11,0.17857142857142858,0.2732,1,0.65,0,0,0,0
ACC-01272,10.685126264117057,37,4,0.167,1,1,0.351,3.4,4,0,2,11,0.10526315789473684,0.2701,1,0.8,0,0,0,0
ACC-01356,10.154285180632154,27,1,0.453,0,0,0.698,2.3,1,0,2,11,0.03571428571428571,0.2359,1,0.8,0,0,0,0
ACC-01426,11.616393190430356,124,6,0.066,1,0,0.568,0.0,2,1,2,11,0.048,0.3198,2,0.5,0,0,1,1
ACC-01448,11.610968271383634,10,3,0.282,0,0,0.341,3.6,1,1,2,11,0.2727272727272727,0.2646,2,0.8,0,0,0,0
ACC-02026,11.25416768929685,25,7,0.454,0,0,0.333,1.1,2,0,2,11,0.2692307692307692,0.4762,1,0.65,0,0,0,1
ACC-02167,12.214541681788218,34,4,0.205,1,1,0.862,0.5,0,0,2,11,0.11428571428571428,0.2815,4,0.6,0,0,0,0
ACC-02446,12.637533581715047,95,5,0.547,1,1,0.937,2.7,1,1,2,11,0.052083333333333336,0.4241,1,0.65,0,0,1,1
ACC-02520,11.205054290550551,19,4,0.236,0,1,0.618,5.8,2,1,2,11,0.2,0.2908,3,0.8,0,0,0,1
ACC-02671,10.716659698193956,60,5,0.318,0,0,0.983,4.6,2,0,2,11,0.08196721311475409,0.3554,1,0.6,0,0,0,1
ACC-02890,9.210440366976517,26,2,0.307,1,0,0.407,1.6,2,1,2,11,0.07407407407407407,0.2321,4,0.8,0,0,1,1
ACC-03016,11.769898298682092,46,7,0.083,1,1,0.542,0.7,2,0,2,11,0.14893617021276595,0.3649,3,0.65,0,0,0,1
ACC-03128,10.594156665220533,48,5,0.264,0,1,0.351,5.0,1,0,2,11,0.10204081632653061,0.3392,3,0.75,0,0,0,1
ACC-03547,11.705205603408396,52,5,0.248,1,0,0.956,0.7,2,1,2,11,0.09433962264150944,0.3344,3,0.75,0,0,1,1
ACC-03580,12.059895922372384,35,7,0.401,1,1,0.763,0.6,0,0,2,11,0.19444444444444445,0.46030000000000004,3,0.55,0,0,0,1
ACC-03896,12.217017531154696,33,3,0.099,1,1,0.758,6.9,1,0,2,11,0.08823529411764706,0.2097,3,0.8,0,0,0,1
ACC-04119,12.158462035413251,120,3,0.348,0,0,0.33,6.1,0,1,2,11,0.024793388429752067,0.2844,0,0.75,0,0,0,0
ACC-04148,14.508658238524095,30,5,0.494,0,0,0.789,0.1,3,1,2,11,0.16129032258064516,0.4082,1,0.55,0,1,0,1
ACC-04317,10.422311107413181,36,3,0.174,1,0,0.544,6.2,1,0,2,11,0.08108108108108109,0.2322,1,0.8,0,0,0,1
ACC-04328,12.589636325399509,73,2,0.173,0,0,0.333,2.1,3,1,2,11,0.02702702702702703,0.1919,2,0.5,0,0,0,1
ACC-04785,14.177790464710581,115,2,0.317,1,0,0.434,2.4,3,0,2,11,0.017241379310344827,0.2351,2,0.55,0,1,0,0
ACC-04812,10.540090836284206,38,2,0.119,1,1,0.902,2.5,3,0,2,11,0.05128205128205128,0.1757,2,0.8,0,0,0,0
ACC-00270,11.773757787382696,27,3,0.062,1,1,0.653,3.3,2,1,2,12,0.10714285714285714,0.1986,2,0.65,0,0,1,1
ACC-00388,12.976877383861467,28,3,0.33,0,0,0.641,1.3,0,1,2,12,0.10344827586206896,0.279,0,0.75,0,0,0,0
ACC-00539,12.399997456775143,40,7,0.107,1,1,0.7,4.1,1,0,2,12,0.17073170731707318,0.37210000000000004,3,0.55,0,0,0,1
ACC-00583,10.49684202174171,102,7,0.698,1,1,0.573,5.4,0,1,2,12,0.06796116504854369,0.5494,2,0.55,0,0,1,1
ACC-00623,11.88380602959621,35,4,0.566,0,0,0.333,5.5,0,0,2,12,0.1111111111111111,0.3898,3,0.55,0,0,0,0
ACC-00795,10.920546270529568,31,2,0.67,0,1,0.991,4.9,1,0,2,12,0.0625,0.341,1,0.75,0,0,0,0
ACC-01163,10.945547126244623,14,3,0.224,0,0,0.432,0.1,2,0,2,12,0.2,0.24719999999999998,4,0.65,0,0,0,1
ACC-01713,10.292179440058462,54,1,0.304,1,1,0.454,2.7,1,0,2,12,0.01818181818181818,0.19119999999999998,3,0.8,0,0,0,0
ACC-01858,12.538253544662647,22,3,0.435,1,0,0.411,0.6,2,0,2,12,0.13043478260869565,0.3105,2,0.55,0,0,0,1
ACC-02028,10.687411927154141,62,0,0.204,1,0,0.724,1.1,1,0,2,12,0.0,0.12119999999999999,3,0.5,0,0,0,1
ACC-02304,9.210440366976517,28,6,0.142,0,0,0.505,0.9,0,1,2,12,0.20689655172413793,0.34259999999999996,3,0.65,0,0,0,0
ACC-02353,9.575052927597383,82,5,0.157,0,1,0.797,1.0,2,0,2,12,0.060240963855421686,0.30710000000000004,1,0.6,0,0,0,1
ACC-02611,11.795853756086931,41,4,0.49,0,0,0.898,0.6,0,1,2,12,0.09523809523809523,0.367,1,0.8,0,0,0,1
ACC-02901,11.949249500664376,66,3,0.472,0,0,0.456,6.1,1,0,2,12,0.04477611940298507,0.32159999999999994,5,0.75,0,0,0,0
ACC-03380,12.227839029667624,40,3,0.267,0,1,0.487,6.7,0,0,2,12,0.07317073170731707,0.2601,4,0.6,0,0,0,1
ACC-03445,11.272139700982676,40,2,0.533,0,0,0.785,1.7,2,0,2,12,0.04878048780487805,0.2999,1,0.5,0,0,0,0
ACC-03558,10.154285180632154,37,3,0.216,1,1,0.323,8.6,2,1,2,12,0.07894736842105263,0.2448,4,0.55,0,0,1,1
ACC-03634,12.144734331596096,14,3,0.707,1,1,0.985,2.8,1,1,2,12,0.2,0.39209999999999995,3,0.55,0,0,1,1
ACC-03675,11.39640288460621,24,4,0.367,0,0,0.721,4.9,1,0,2,12,0.16,0.3301,0,0.6,0,0,0,0
ACC-03817,10.84546552414626,64,7,0.123,1,0,0.356,1.3,3,0,2,12,0.1076923076923077,0.3769,1,0.55,0,0,0,1
ACC-03856,12.15214958053555,55,2,0.189,1,0,0.92,2.3,3,1,2,12,0.03571428571428571,0.19669999999999999,4,0.75,0,0,1,1
ACC-03940,12.020953178232556,55,6,0.19,0,1,0.548,1.8,3,0,2,12,0.10714285714285714,0.357,4,0.55,0,0,0,1
ACC-04025,13.699764072131805,89,3,0.23,0,0,0.464,0.1,2,0,2,12,0.03333333333333333,0.249,3,0.6,0,1,0,0
ACC-04546,11.686046493072437,53,4,0.352,0,0,0.916,2.0,1,0,2,12,0.07407407407407407,0.3256,2,0.8,0,0,0,1
ACC-04615,9.210440366976517,37,4,0.124,0,1,0.822,0.6,0,0,2,12,0.10526315789473684,0.2572,2,0.65,0,0,0,0
ACC-04694,13.688019173424724,121,5,0.444,1,1,0.4,2.6,2,0,2,12,0.040983606557377046,0.3932,3,0.55,0,1,0,0
ACC-04822,10.866680954096502,30,4,0.196,0,0,0.386,1.7,0,1,2,12,0.12903225806451613,0.2788,1,0.65,0,0,0,0
ACC-00020,11.369066641827967,58,6,0.444,0,0,0.833,8.7,2,0,2,13,0.1016949152542373,0.4332,1,0.65,0,0,0,0
ACC-00211,11.185823192802378,12,6,0.396,0,1,0.892,7.0,2,1,2,13,0.46153846153846156,0.4188,0,0.6,0,0,0,1
ACC-00504,11.41422052949775,16,2,0.315,0,0,0.998,2.0,0,0,2,13,0.11764705882352941,0.2345,2,0.8,0,0,0,1
ACC-00564,11.382828169079987,53,4,0.382,0,1,0.83,2.7,2,0,2,13,0.07407407407407407,0.3346,1,0.75,0,0,0,1
ACC-00709,10.657282884047461,34,5,0.285,0,0,0.514,1.0,0,0,2,13,0.14285714285714285,0.3455,3,0.65,0,0,0,0
ACC-01670,11.818209214992565,100,6,0.422,1,1,0.728,4.7,1,0,2,13,0.0594059405940594,0.4266,1,0.8,0,0,0,0
ACC-01756,10.382853468483827,98,6,0.314,1,1,0.697,1.8,1,1,2,13,0.06060606060606061,0.3942,2,0.8,0,0,1,1
ACC-01833,11.703554089007538,34,3,0.417,1,1,0.675,0.8,1,0,2,13,0.08571428571428572,0.3051,4,0.6,0,0,0,1
ACC-02063,10.801634680173994,27,1,0.202,0,1,0.76,1.9,4,0,2,13,0.03571428571428571,0.1606,3,0.8,0,0,0,0
ACC-02066,12.651082132354988,44,5,0.17,1,0,0.875,2.1,1,1,2,13,0.1111111111111111,0.311,2,0.8,0,0,1,1
ACC-02081,11.342149006315793,15,4,0.106,1,1,0.959,0.7,4,0,2,13,0.25,0.2518,3,0.75,0,0,0,1
ACC-02089,11.610968271383634,13,7,0.561,1,0,0.8,0.5,2,1,2,13,0.5,0.5083,3,0.8,0,0,1,1
ACC-02581,11.949895700065218,24,3,0.692,1,0,0.485,1.0,2,1,2,13,0.12,0.3876,4,0.75,0,0,1,1
ACC-02706,11.518917476956224,31,5,0.316,0,1,0.913,0.8,2,0,2,13,0.15625,0.3548,5,0.8,0,0,0,0
ACC-03208,13.592868131066247,22,6,0.149,0,0,0.422,11.9,0,0,2,13,0.2608695652173913,0.3447,4,0.8,0,1,0,1
ACC-03440,13.701334633851813,54,7,0.201,0,0,0.854,4.9,3,0,2,13,0.12727272727272726,0.40030000000000004,2,0.5,0,1,0,1
